id,song,acousticness,danceability,energy,instrumentalness,loudness,tempo,valence
2703,8858,0.1700,0.6840,0.6060,0.0000,-7.2680,127.9010,0.7230
2704,8859,0.0368,0.6980,0.8600,0.0000,-5.1810,160.9040,0.4330
2705,8860,0.0473,0.4340,0.8720,0.0000,-2.9740,71.5150,0.7320
2706,8861,0.0042,0.5970,0.7150,0.9110,-6.7410,169.0360,0.5390
2707,8862,0.0209,0.6440,0.5480,0.0000,-5.4160,90.0420,0.1660
2708,8863,0.0017,0.4230,0.9400,0.0000,-4.0120,149.9340,0.5050
2709,8864,0.0906,0.7630,0.7810,0.0000,-2.3980,153.9780,0.6800
2710,8865,0.1920,0.6720,0.5850,0.0000,-5.7970,77.9980,0.8340
2711,8866,0.1050,0.3970,0.7400,0.0000,-6.5840,174.0390,0.4310
2712,8867,0.0185,0.6820,0.5950,0.0084,-11.8600,125.9820,0.6490
2713,8868,0.0133,0.6870,0.8710,0.0000,-5.4690,92.9980,0.6290
2714,8869,0.3090,0.9610,0.9000,0.0002,-6.8740,120.0060,0.9500
2715,8870,0.0149,0.6470,0.7150,0.0000,-5.6130,77.9700,0.5610
2716,8871,0.0407,0.8480,0.4950,0.0000,-12.6130,133.9900,0.7700
2717,8872,0.0000,0.4420,0.9530,0.0000,-2.2140,130.6830,0.5060
2718,8873,0.0828,0.6300,0.7820,0.0000,-5.4400,140.1440,0.4180
2719,8874,0.0917,0.7720,0.5900,0.0000,-6.9570,83.9980,0.7430
2720,8875,0.2880,0.6210,0.4170,0.0000,-6.9410,99.9530,0.2890
2721,8876,0.0010,0.7350,0.8260,0.1290,-4.9020,132.9640,0.7400
2722,8877,0.1270,0.4320,0.8950,0.0000,-3.6820,104.4580,0.6250
2723,8878,0.1490,0.4640,0.5980,0.0000,-6.7900,79.7320,0.6120
2724,8879,0.0219,0.7690,0.5200,0.0000,-5.1400,140.1120,0.5800
2725,8880,0.0007,0.5180,0.7970,0.0000,-5.1530,132.9150,0.2930
2726,8881,0.0869,0.8470,0.6670,0.0000,-5.7000,77.4920,0.7070
2727,8882,0.3400,0.8590,0.6810,0.0002,-6.2470,121.2430,0.8520
2728,8883,0.2050,0.4490,0.6820,0.0000,-5.2950,139.9240,0.2540
2729,8884,0.1530,0.6450,0.9420,0.0000,-3.4710,106.0140,0.8730
2730,8885,0.1100,0.7230,0.7320,0.0000,-5.5140,104.9910,0.5030
2731,8887,0.0928,0.9180,0.6090,0.0000,-5.6400,128.0080,0.3040
2732,8888,0.1880,0.6380,0.6560,0.0000,-5.8860,104.0360,0.2250
2733,8889,0.0209,0.6440,0.5480,0.0000,-5.4160,90.0420,0.1660
2734,8890,0.0550,0.8290,0.4280,0.0042,-9.4690,148.0770,0.4480
2735,8891,0.0252,0.6570,0.5880,0.0000,-6.0050,118.0220,0.1050
2736,8892,0.7150,0.4750,0.5010,0.0000,-5.1250,159.9720,0.3710
2737,8893,0.0208,0.5830,0.7860,0.0000,-3.1420,123.0520,0.5730
2738,8894,0.0572,0.5730,0.7120,0.0000,-5.9760,140.0120,0.3460
2739,8895,0.1340,0.6620,0.6930,0.0000,-4.2980,86.0090,0.6550
2740,8896,0.0371,0.6720,0.8190,0.0002,-4.4570,120.0130,0.4460
2741,8897,0.0329,0.8130,0.3710,0.0333,-12.3700,173.3380,0.4430
2742,8898,0.2720,0.7070,0.5080,0.0000,-5.8510,81.9910,0.5200
2743,8899,0.0941,0.4850,0.6190,0.0000,-7.1150,138.0170,0.4160
2744,8900,0.0022,0.6990,0.7600,0.0000,-3.1730,129.9960,0.6960
2745,8901,0.0161,0.6800,0.6870,0.0000,-6.1620,150.0530,0.4670
2746,8902,0.0863,0.7070,0.8130,0.0000,-4.5150,124.9210,0.7220
2747,8903,0.0336,0.8350,0.6690,0.0001,-5.5820,122.6680,0.5420
2748,8904,0.1910,0.7210,0.8800,0.0000,-3.8960,110.0210,0.6550
2749,8905,0.0219,0.7690,0.5200,0.0000,-5.1400,140.1120,0.5800
2750,8906,0.0225,0.7090,0.7450,0.0001,-6.4370,126.0270,0.5760
2751,8907,0.5940,0.6880,0.4770,0.0000,-6.6810,127.8660,0.2570
2752,8908,0.0996,0.7150,0.6650,0.0000,-7.7360,78.5020,0.8400
2753,8909,0.0099,0.7530,0.9310,0.0070,-4.9220,113.0290,0.7670
2754,8910,0.0003,0.5350,0.8880,0.0000,-3.1000,126.0110,0.4510
2755,8911,0.1530,0.6450,0.9420,0.0000,-3.4710,106.0140,0.8730
2756,8912,0.1910,0.7310,0.5630,0.0004,-4.0460,184.0090,0.4520
2757,8913,0.5950,0.6860,0.4570,0.0000,-8.3220,150.9530,0.7180
2758,8914,0.0283,0.6870,0.7100,0.0000,-5.8400,79.2350,0.8860
2759,8915,0.0044,0.9490,0.7900,0.0000,-5.9570,117.0020,0.8070
2760,8916,0.4310,0.5660,0.7660,0.0000,-5.0360,168.0050,0.5470
2761,8917,0.0194,0.6980,0.9160,0.0000,-5.0780,138.9810,0.8120
2762,8918,0.0022,0.6180,0.9550,0.0000,-3.8360,150.0340,0.7900
2763,8919,0.0659,0.4920,0.8590,0.0000,-4.2740,92.4740,0.2510
2764,8920,0.0182,0.7520,0.9210,0.0000,-4.3210,115.0330,0.6340
2765,8921,0.0254,0.5410,0.8540,0.0001,-6.1960,86.0440,0.4540
2766,8922,0.0001,0.7060,0.8410,0.0000,-3.9560,132.0320,0.8610
2767,8923,0.0710,0.3750,0.8620,0.0000,-3.3630,159.8410,0.4780
2768,8924,0.1540,0.6480,0.8010,0.0000,-7.2400,78.9460,0.8070
2769,8925,0.1710,0.7270,0.7290,0.0000,-2.9900,117.9320,0.5120
2770,8926,0.0019,0.6920,0.6610,0.0000,-4.8470,82.4790,0.7030
2771,8927,0.1110,0.6680,0.6720,0.0000,-4.9310,89.0110,0.5390
2772,8928,0.0912,0.7740,0.6530,0.0000,-5.1580,120.0100,0.8180
2773,8929,0.0387,0.6730,0.6950,0.0021,-8.6360,151.4680,0.7740
2774,8930,0.0315,0.5400,0.7730,0.0000,-3.6270,130.9520,0.3810
3384,9545,0.0309,0.5450,0.7800,0.0000,-4.8670,125.0140,0.4580
2775,8931,0.0105,0.6870,0.4070,0.0000,-9.0320,173.9040,0.1270
2776,8932,0.0024,0.5780,0.5460,0.0000,-8.1490,120.8180,0.0819
2777,8933,0.1640,0.5480,0.6580,0.0001,-8.0630,127.8920,0.2760
2778,8934,0.2880,0.6210,0.4170,0.0000,-6.9410,99.9530,0.2890
2779,8935,0.0015,0.6730,0.6860,0.0000,-5.7450,118.4300,0.3400
2780,8936,0.0030,0.7560,0.8290,0.0000,-3.9730,120.1630,0.5040
2781,8937,0.0327,0.7750,0.6410,0.0000,-6.7180,119.9740,0.3050
2782,8938,0.0015,0.5290,0.9340,0.0000,-4.8080,127.9620,0.2820
2783,8939,0.5120,0.5840,0.7000,0.0000,-4.2510,163.9530,0.5490
2784,8940,0.1370,0.6280,0.2910,0.0000,-10.5430,88.3060,0.3370
2785,8941,0.0048,0.5340,0.3930,0.0107,-7.8130,110.0070,0.0641
2786,8942,0.0772,0.7330,0.7440,0.0000,-3.5100,92.5150,0.5290
2787,8943,0.4800,0.6680,0.6730,0.0000,-5.7140,171.8120,0.7270
2788,8944,0.6500,0.4330,0.3070,0.0000,-8.7960,178.1140,0.3780
2789,8945,0.0046,0.8300,0.7460,0.0000,-6.2860,125.9920,0.6460
2790,8946,0.5410,0.4850,0.7230,0.0000,-6.5650,167.8450,0.5410
2791,8947,0.0825,0.7660,0.6920,0.0000,-4.6720,102.0280,0.6910
2792,8948,0.3140,0.6440,0.7190,0.0000,-5.4150,93.9530,0.7560
2793,8949,0.2070,0.5720,0.8220,0.0000,-6.0150,94.8120,0.4720
2794,8950,0.6400,0.4580,0.4450,0.0000,-8.3910,82.8200,0.4470
2795,8951,0.0007,0.6070,0.7840,0.0000,-4.4100,113.1720,0.4420
2796,8952,0.0032,0.8230,0.7530,0.0000,-4.1990,117.2810,0.6560
2797,8953,0.1170,0.6960,0.5990,0.0000,-6.3890,123.9370,0.1870
2798,8954,0.0034,0.6530,0.7700,0.0000,-6.0910,137.6160,0.2720
2799,8955,0.0541,0.4140,0.5780,0.0000,-6.3830,154.9600,0.2810
2800,8956,0.0207,0.8910,0.9490,0.0003,-5.7140,119.9920,0.8780
2801,8957,0.0149,0.6470,0.7150,0.0000,-5.6130,77.9700,0.5610
2802,8958,0.1450,0.7810,0.7910,0.0000,-3.9030,76.9980,0.9020
2803,8959,0.0324,0.6680,0.9510,0.0000,-3.4530,113.9860,0.8260
2804,8960,0.0542,0.7600,0.5240,0.5000,-7.6700,119.6030,0.1120
2805,8961,0.0140,0.7230,0.3220,0.0000,-9.7020,90.0630,0.0406
2806,8962,0.0084,0.5700,0.6640,0.0000,-4.7180,162.0840,0.4870
2807,8963,0.1600,0.8400,0.5710,0.0000,-7.4210,116.5900,0.6170
2808,8964,0.1730,0.6970,0.6450,0.0000,-4.2700,113.1010,0.2710
2809,8965,0.0030,0.4390,0.8080,0.0000,-6.8810,82.9620,0.4870
2810,8966,0.0730,0.7240,0.6950,0.0000,-5.2260,139.0000,0.2350
2811,8967,0.0186,0.6200,0.6390,0.0001,-5.3980,119.0550,0.3400
2812,8968,0.0354,0.9230,0.7920,0.0006,-3.6330,123.0350,0.5480
2813,8969,0.0902,0.7690,0.6380,0.0000,-5.0540,115.0070,0.7820
2814,8970,0.0088,0.4310,0.8420,0.0000,-4.0720,83.6600,0.6100
2815,8971,0.0212,0.7000,0.8640,0.0000,-3.6290,102.9970,0.8870
2816,8972,0.3580,0.6990,0.6990,0.0000,-5.5640,94.9770,0.6110
2817,8973,0.0193,0.4390,0.9060,0.0000,-4.8000,161.9050,0.6870
2818,8974,0.0724,0.6730,0.7660,0.0000,-5.0180,148.1130,0.3820
2819,8975,0.2110,0.4200,0.7410,0.0000,-4.4520,128.9190,0.3330
2820,8976,0.0381,0.6390,0.6280,0.0000,-7.5780,90.4820,0.4300
2821,8977,0.2370,0.9200,0.5530,0.0000,-5.0680,112.0210,0.9470
2822,8978,0.0231,0.5960,0.8970,0.0000,-4.3830,107.0230,0.5900
2823,8979,0.0237,0.5000,0.6650,0.0001,-7.1570,154.9970,0.3200
2824,8980,0.2680,0.3920,0.6400,0.0000,-5.1010,149.1500,0.1270
2825,8981,0.0008,0.4830,0.9070,0.0000,-3.1660,130.9840,0.3520
2826,8982,0.1790,0.7300,0.8070,0.7180,-6.4750,114.7150,0.7270
2827,8983,0.0008,0.5120,0.8650,0.0000,-4.1460,138.0170,0.5290
2828,8984,0.0137,0.5950,0.8440,0.0000,-4.6780,127.9810,0.6030
2829,8985,0.0780,0.5790,0.7420,0.0000,-3.6160,78.4780,0.4010
2830,8986,0.0043,0.5170,0.7470,0.0000,-6.1910,134.0620,0.2710
2831,8987,0.1300,0.8670,0.8570,0.0017,-5.8920,130.0480,0.4020
2832,8988,0.1180,0.8510,0.8060,0.0000,-4.6200,118.9990,0.7870
2833,8989,0.0264,0.8220,0.7390,0.0000,-4.5410,118.9920,0.7450
2834,8990,0.0873,0.7430,0.7660,0.0000,-6.3750,127.9600,0.6100
2835,8991,0.0186,0.6200,0.6390,0.0001,-5.3980,119.0550,0.3400
2836,8992,0.0518,0.4530,0.9750,0.0000,-3.0740,129.1740,0.1550
2837,8993,0.5950,0.6860,0.4570,0.0000,-8.3220,150.9530,0.7180
2838,8994,0.0383,0.4260,0.5840,0.0000,-5.2930,193.4380,0.2720
2839,8995,0.0515,0.7900,0.6470,0.0000,-5.9830,87.9990,0.6540
2840,8996,0.0159,0.7180,0.6910,0.0000,-6.4400,100.0080,0.5520
2841,8997,0.1510,0.6880,0.7750,0.0000,-4.4360,129.9690,0.4690
2842,8998,0.0402,0.7130,0.7460,0.0000,-4.9900,135.0210,0.4700
2843,8999,0.0187,0.3380,0.8030,0.0000,-5.4120,151.9940,0.4000
2844,9000,0.0055,0.2760,0.7150,0.0004,-5.3560,137.0280,0.1730
2845,9001,0.0095,0.5880,0.8770,0.0000,-4.7800,155.1650,0.6450
2846,9002,0.0782,0.6730,0.6140,0.0000,-5.4260,176.0520,0.3620
2847,9003,0.0133,0.8200,0.7310,0.0000,-6.0200,127.0760,0.7930
2848,9004,0.0710,0.3750,0.8620,0.0000,-3.3630,159.8410,0.4780
2849,9005,0.0192,0.7570,0.7190,0.0000,-3.7970,150.0110,0.8140
2850,9006,0.0101,0.7270,0.6800,0.0000,-4.4980,132.0130,0.7290
2851,9007,0.0635,0.3360,0.6020,0.0000,-6.3540,161.0100,0.2990
2852,9008,0.2040,0.4570,0.8550,0.0000,-4.8770,162.1640,0.5900
2853,9009,0.0014,0.5260,0.8820,0.0000,-4.0060,144.9820,0.4240
2854,9010,0.2730,0.4220,0.7120,0.0000,-5.9070,78.4540,0.4710
2855,9011,0.0001,0.7060,0.8410,0.0000,-3.9560,132.0320,0.8610
2856,9012,0.0011,0.4600,0.7960,0.0000,-4.5010,100.0110,0.1820
2857,9013,0.1470,0.7910,0.7330,0.0004,-5.2150,114.9800,0.7610
2858,9014,0.4620,0.8800,0.4430,0.0000,-6.3590,138.0180,0.8030
2859,9015,0.0011,0.6520,0.6980,0.0001,-4.6670,96.0210,0.4700
2860,9016,0.0001,0.4430,0.9710,0.0000,-4.9930,140.2120,0.2320
2861,9017,0.8100,0.4550,0.5190,0.0000,-10.1460,84.7810,0.4930
2862,9018,0.0007,0.6070,0.7840,0.0000,-4.4100,113.1720,0.4420
2863,9019,0.0192,0.8390,0.8040,0.0000,-2.5130,122.9730,0.8880
2864,9020,0.0444,0.6150,0.7110,0.0000,-5.5070,144.0360,0.7110
2865,9021,0.0057,0.8940,0.6780,0.0000,-5.6110,105.0240,0.8440
2866,9022,0.0012,0.5240,0.8780,0.0000,-3.1080,130.9890,0.5900
2867,9023,0.2950,0.6770,0.5230,0.0000,-5.6030,60.0190,0.4460
2868,9024,0.0738,0.6040,0.7910,0.0000,-4.8870,90.9390,0.3990
2869,9025,0.0730,0.7240,0.6950,0.0000,-5.2260,139.0000,0.2350
2870,9026,0.0161,0.6800,0.6870,0.0000,-6.1620,150.0530,0.4670
2871,9027,0.0465,0.7420,0.4680,0.0000,-5.5570,86.4430,0.3690
2872,9028,0.6650,0.7310,0.6440,0.0000,-5.3480,129.9400,0.6910
2873,9029,0.0116,0.5940,0.8740,0.0000,-3.7160,119.9640,0.6280
2874,9030,0.0542,0.7600,0.5240,0.5000,-7.6700,119.6030,0.1120
2875,9031,0.0003,0.5350,0.8880,0.0000,-3.1000,126.0110,0.4510
2876,9032,0.0070,0.8510,0.6290,0.0004,-8.3850,125.9840,0.7890
2877,9033,0.0336,0.5860,0.4930,0.9710,-8.1500,84.0090,0.3540
2878,9034,0.0953,0.6300,0.5040,0.0000,-6.1520,89.9460,0.4870
2879,9035,0.0034,0.6750,0.6020,0.0000,-4.6880,159.9940,0.0920
2880,9036,0.0825,0.7560,0.6190,0.0000,-4.3700,111.5730,0.5210
2881,9037,0.0004,0.5360,0.8900,0.0016,-5.2220,115.9980,0.2050
2882,9038,0.0091,0.5900,0.8410,0.0000,-4.5030,138.0200,0.7500
2883,9039,0.1130,0.7620,0.6920,0.0000,-3.9730,114.9060,0.3970
2884,9040,0.1230,0.7420,0.9480,0.0000,-4.4450,130.0220,0.6150
2885,9041,0.0941,0.4850,0.6190,0.0000,-7.1150,138.0170,0.4160
2886,9042,0.2690,0.8320,0.8700,0.0000,-4.2000,137.9980,0.5770
2887,9043,0.0178,0.6130,0.6340,0.0000,-3.4720,144.9530,0.3700
2888,9044,0.1670,0.9210,0.6780,0.0000,-5.1240,119.0670,0.9170
2889,9045,0.4800,0.6680,0.6730,0.0000,-5.7140,171.8120,0.7270
2890,9046,0.0274,0.5130,0.6610,0.0000,-6.8000,180.1180,0.4610
2891,9047,0.0002,0.4930,0.8080,0.0000,-3.3650,117.9710,0.3800
2892,9048,0.9870,0.3740,0.4050,0.9140,-15.3040,173.2400,0.2740
2893,9049,0.0074,0.5080,0.8230,0.0000,-3.7110,95.9800,0.1520
2894,9050,0.2890,0.8650,0.6900,0.0138,-7.4480,121.9830,0.8680
2895,9051,0.4280,0.4400,0.5170,0.0000,-7.3550,73.8810,0.4750
2896,9052,0.0995,0.6930,0.8220,0.0000,-6.0100,121.9690,0.7650
2897,9053,0.0032,0.6320,0.7300,0.0000,-5.8950,76.0670,0.7620
2898,9054,0.1630,0.6450,0.8250,0.0000,-6.4730,117.0370,0.6410
2899,9055,0.0171,0.5570,0.7830,0.0172,-4.8930,177.0080,0.4420
3385,9546,0.5630,0.6270,0.7030,0.0000,-4.8840,81.8970,0.6400
3386,9547,0.0002,0.2790,0.7420,0.0000,-6.4600,189.8680,0.3280
3387,9548,0.3100,0.6800,0.7880,0.0000,-6.6770,135.9430,0.6530
3388,9549,0.1020,0.5120,0.9010,0.0000,-3.1690,143.9840,0.5810
3389,9550,0.1500,0.7420,0.5950,0.0000,-7.5100,101.0130,0.4310
3390,9551,0.0632,0.5450,0.8750,0.0000,-4.1740,121.9590,0.6050
3391,9552,0.1780,0.7120,0.9240,0.0000,-3.7890,120.0170,0.7250
3392,9553,0.1280,0.4780,0.8550,0.0000,-5.7630,169.9780,0.5100
3393,9554,0.0317,0.6990,0.5290,0.0000,-7.5480,119.9870,0.1210
3394,9555,0.0064,0.5450,0.7750,0.0000,-4.3250,174.0860,0.5160
3395,9556,0.0015,0.6760,0.8570,0.6740,-6.7000,128.0100,0.0378
3396,9557,0.0144,0.5640,0.6690,0.0000,-5.2380,87.2680,0.4770
3397,9558,0.0476,0.7330,0.5890,0.0000,-7.3700,170.0970,0.8670
3398,9559,0.0050,0.5510,0.8360,0.0000,-3.8380,185.0630,0.7580
3399,9560,0.1500,0.6950,0.6150,0.0002,-5.3250,124.0150,0.4140
3400,9561,0.1090,0.5200,0.9530,0.0000,-3.8130,171.9810,0.8560
3401,9562,0.0649,0.7090,0.6380,0.0000,-4.3000,141.9940,0.4680
3402,9563,0.1120,0.6730,0.8770,0.0000,-5.1310,121.9940,0.8190
3403,9564,0.0054,0.4230,0.7420,0.0000,-5.5570,205.9320,0.6580
3404,9565,0.0948,0.7150,0.6700,0.0000,-5.1230,126.0690,0.8670
3405,9566,0.0195,0.6270,0.9360,0.0000,-3.8410,101.0090,0.6950
3406,9567,0.1070,0.7740,0.6440,0.0000,-5.1930,125.0940,0.2700
3407,9568,0.0038,0.8660,0.6060,0.0000,-4.7620,119.9910,0.8380
3408,9569,0.3110,0.7970,0.8210,0.0000,-4.3870,97.4760,0.5670
3409,9570,0.1220,0.6940,0.8100,0.0000,-3.5560,137.9680,0.8240
3410,9571,0.0292,0.5580,0.4910,0.0000,-5.2460,101.1310,0.1100
3411,9572,0.0826,0.7800,0.4500,0.0000,-9.5390,95.4860,0.1780
3412,9573,0.0311,0.6540,0.7260,0.0001,-3.8030,103.9870,0.7280
3413,9574,0.2810,0.8420,0.4820,0.0000,-8.8460,92.0230,0.2050
3414,9575,0.0003,0.8630,0.6090,0.0000,-5.2310,140.0200,0.3260
3415,9576,0.3440,0.5270,0.9020,0.0000,-5.3520,181.9640,0.7090
3416,9577,0.0541,0.7670,0.7820,0.0000,-5.5450,116.4910,0.8270
3417,9578,0.0006,0.4980,0.9580,0.0000,-4.2280,160.0090,0.4530
3418,9579,0.1160,0.5960,0.7320,0.0000,-3.1210,127.9780,0.4820
3419,9580,0.0296,0.4120,0.4410,0.0726,-11.5230,185.5710,0.1740
3420,9581,0.0523,0.7080,0.5960,0.0000,-7.6920,133.9550,0.5880
3421,9582,0.7370,0.5590,0.7160,0.0000,-3.9640,176.6180,0.5040
3422,9583,0.3990,0.5870,0.5590,0.0000,-7.7420,92.0360,0.1900
3423,9584,0.0527,0.6800,0.8880,0.0000,-5.3080,90.0760,0.4840
3424,9585,0.1110,0.5830,0.6550,0.0000,-5.4070,119.7590,0.2010
3425,9586,0.0080,0.8560,0.6090,0.0001,-7.2230,114.9880,0.9280
3426,9587,0.4740,0.7810,0.4450,0.0000,-6.0610,78.9980,0.5910
3427,9588,0.3690,0.6890,0.4810,0.0000,-7.5030,80.0250,0.2830
3428,9589,0.0244,0.7460,0.8730,0.0000,-3.8030,148.0750,0.8170
3429,9590,0.0591,0.7480,0.7880,0.0000,-7.0550,120.0760,0.8840
3430,9591,0.0070,0.5780,0.8660,0.0000,-3.8040,128.0380,0.6190
3431,9592,0.0850,0.7520,0.6780,0.0000,-5.4210,96.0090,0.5830
3432,9593,0.2340,0.8190,0.7680,0.0000,-8.5220,139.9820,0.9640
3433,9594,0.4170,0.6600,0.3720,0.0000,-6.0250,119.9460,0.4320
2900,9056,0.0001,0.4850,0.9110,0.0000,-5.7490,89.9560,0.5680
2901,9057,0.1740,0.7890,0.5500,0.0000,-7.4230,172.0490,0.6960
2902,9058,0.0018,0.4400,0.9760,0.0000,-3.1700,150.0050,0.4120
2903,9059,0.0897,0.7130,0.8260,0.0000,-4.0750,86.4440,0.6640
2904,9060,0.0192,0.7170,0.5870,0.0000,-7.2960,129.9540,0.5440
2905,9061,0.6540,0.6160,0.5960,0.0000,-5.0350,137.0770,0.5800
2906,9062,0.2980,0.5870,0.3420,0.0000,-8.0340,92.7100,0.2120
2907,9063,0.0863,0.7070,0.8130,0.0000,-4.5150,124.9210,0.7220
2908,9064,0.0518,0.2680,0.7420,0.0000,-4.9390,159.7790,0.4160
2909,9066,0.1520,0.6740,0.6160,0.0000,-4.9750,77.9950,0.6480
2910,9067,0.6450,0.5660,0.7130,0.0000,-4.2500,169.8640,0.8070
2911,9068,0.0512,0.8690,0.5460,0.0113,-6.7550,146.1180,0.8550
2912,9069,0.1730,0.7060,0.7510,0.0000,-6.3230,91.0310,0.1950
2913,9070,0.5120,0.4930,0.6430,0.0000,-5.1900,144.7170,0.3000
2914,9071,0.0159,0.5550,0.9240,0.0000,-4.9300,87.6060,0.8650
2915,9072,0.3430,0.7470,0.8780,0.0000,-3.5330,106.0040,0.5570
2916,9073,0.0452,0.6970,0.7090,0.0000,-1.9170,134.9100,0.7870
2917,9074,0.2490,0.4570,0.9060,0.0000,-2.2780,104.0200,0.5400
2918,9075,0.0631,0.6910,0.8530,0.0001,-2.5280,145.9990,0.7620
2919,9076,0.1630,0.6560,0.7860,0.0001,-4.4510,113.9630,0.3780
2920,9077,0.0010,0.5020,0.9380,0.0000,-3.1140,144.0770,0.3500
2921,9078,0.0912,0.6220,0.8820,0.0000,-5.5900,77.5060,0.7620
2922,9079,0.2130,0.6510,0.6990,0.0003,-5.0060,141.9380,0.3600
2923,9080,0.4430,0.6860,0.5760,0.0000,-6.6320,83.9710,0.7200
2924,9081,0.2170,0.2090,0.8720,0.0000,-2.9960,78.1390,0.2940
2925,9082,0.0050,0.7770,0.8200,0.0000,-3.2110,119.9870,0.6510
2926,9083,0.0363,0.7520,0.9820,0.0000,-4.3890,93.0190,0.9380
2927,9084,0.0116,0.7670,0.2250,0.9050,-7.6330,93.8960,0.1240
2928,9085,0.2520,0.5630,0.4020,0.0000,-10.4960,115.5610,0.2000
2929,9086,0.5680,0.2300,0.4920,0.0000,-5.7670,160.1390,0.2620
2930,9087,0.0746,0.7550,0.8320,0.0000,-2.7410,120.0320,0.7350
2931,9088,0.0348,0.5880,0.7240,0.0001,-4.3790,107.9860,0.3770
2932,9089,0.2170,0.6750,0.8850,0.0000,-4.4320,97.0300,0.7680
2933,9090,0.0045,0.7910,0.7540,0.0000,-3.7290,125.0140,0.4250
2934,9091,0.1980,0.7810,0.7450,0.0000,-5.8100,129.9980,0.3260
2935,9092,0.1100,0.6600,0.8670,0.0000,-4.2850,93.0330,0.3770
2936,9093,0.2460,0.7460,0.9220,0.0000,-5.0140,86.9610,0.6380
2937,9094,0.0031,0.6960,0.9210,0.0001,-3.7550,119.0010,0.7140
2938,9095,0.0038,0.7510,0.7830,0.0000,-3.7240,119.9750,0.8160
2939,9096,0.0327,0.6070,0.9340,0.0000,-4.2170,122.0100,0.5680
2940,9097,0.3860,0.6880,0.8530,0.0000,-5.8140,103.9930,0.7430
2941,9098,0.0210,0.6480,0.9420,0.0000,-2.8810,129.0070,0.7300
2942,9099,0.1020,0.7330,0.6640,0.0000,-6.1630,148.0050,0.5570
2943,9100,0.0266,0.7620,0.7480,0.0000,-4.1500,110.0090,0.8510
2944,9101,0.1130,0.5630,0.7500,0.0000,-4.4960,173.9060,0.8120
2945,9102,0.0059,0.8250,0.8320,0.0008,-5.8530,122.0210,0.7130
2946,9103,0.6970,0.7140,0.4340,0.0000,-11.5420,123.9420,0.3520
2947,9104,0.0151,0.6370,0.8430,0.0000,-5.4130,109.0120,0.4340
2948,9105,0.1790,0.7680,0.8200,0.0000,-4.6300,129.9690,0.6250
2949,9106,0.1790,0.5970,0.5170,0.0000,-6.9630,92.0350,0.4120
2950,9107,0.9870,0.3740,0.4050,0.9140,-15.3040,173.2400,0.2740
2951,9108,0.0300,0.6660,0.8780,0.0000,-2.8500,119.9320,0.6690
2952,9109,0.2970,0.6330,0.6730,0.0000,-6.4030,86.7760,0.6590
2953,9110,0.5430,0.8540,0.9540,0.0000,-1.1850,114.6090,0.6700
2954,9111,0.1730,0.7060,0.7510,0.0000,-6.3230,91.0310,0.1950
2955,9112,0.0852,0.9150,0.7860,0.0002,-9.3480,130.0030,0.7140
2956,9113,0.1440,0.6300,0.6960,0.0000,-4.5010,94.0340,0.4910
2957,9114,0.0066,0.8290,0.6270,0.0000,-3.9280,120.0480,0.7200
2958,9115,0.0873,0.7430,0.7660,0.0000,-6.3750,127.9600,0.6100
2959,9116,0.0274,0.5130,0.6610,0.0000,-6.8000,180.1180,0.4610
2960,9117,0.0045,0.7240,0.8700,0.0000,-3.6140,93.0100,0.8100
2961,9118,0.0209,0.6250,0.6130,0.0000,-6.0050,96.0340,0.7370
2962,9119,0.0004,0.6260,0.7990,0.0016,-6.6120,98.9920,0.3690
2963,9120,0.1280,0.4420,0.8300,0.0000,-4.0200,89.3380,0.5780
2964,9121,0.0439,0.5520,0.7570,0.0000,-6.0720,89.9810,0.0979
2965,9122,0.0025,0.7840,0.4980,0.0000,-6.9770,143.9600,0.4180
2966,9124,0.1140,0.5310,0.5740,0.0308,-6.6930,115.6800,0.2720
2967,9125,0.1520,0.6150,0.7330,0.0000,-4.8080,122.5800,0.7960
2968,9126,0.0283,0.6160,0.8690,0.0000,-3.9110,127.9660,0.4730
2969,9127,0.0101,0.7270,0.6800,0.0000,-4.4980,132.0130,0.7290
2970,9128,0.0004,0.6740,0.8820,0.0001,-2.7710,123.0160,0.6820
2971,9129,0.0444,0.6150,0.7110,0.0000,-5.5070,144.0360,0.7110
2972,9130,0.0494,0.7300,0.8480,0.0000,-5.2620,65.0250,0.5590
2973,9131,0.0071,0.4400,0.6830,0.0000,-4.7320,185.9480,0.4450
2974,9132,0.0047,0.7000,0.7280,0.0000,-3.8160,121.0550,0.7460
2975,9133,0.1030,0.7860,0.7140,0.0000,-4.1590,125.9220,0.7100
2976,9134,0.0273,0.5890,0.8930,0.0000,-2.9480,92.0110,0.9400
2977,9135,0.0121,0.3100,0.7460,0.0000,-3.5990,182.0320,0.1630
2978,9136,0.1680,0.5720,0.7180,0.0000,-9.3100,140.1390,0.3630
2979,9137,0.0833,0.7520,0.8320,0.0003,-3.2430,120.0030,0.5340
2980,9138,0.0205,0.8450,0.6010,0.0000,-5.2830,74.0080,0.3290
2981,9139,0.0203,0.8540,0.6730,0.0000,-4.8960,125.8450,0.8180
2982,9140,0.2580,0.5290,0.9480,0.0000,-3.5270,146.0240,0.6500
2983,9141,0.0222,0.6130,0.9170,0.0000,-2.5490,131.0070,0.5380
2984,9142,0.1720,0.6270,0.7230,0.0000,-6.7820,84.8480,0.7570
