id,song,acousticness,danceability,energy,instrumentalness,loudness,tempo,valence
2985,9143,0.1510,0.6880,0.7750,0.0000,-4.4360,129.9690,0.4690
2986,9144,0.0047,0.7980,0.6290,0.0000,-6.8570,130.0000,0.4000
2987,9145,0.0000,0.7250,0.6720,0.0022,-5.3530,125.0420,0.7770
2988,9146,0.0107,0.3900,0.8470,0.0000,-5.6110,99.7680,0.4480
2989,9147,0.0004,0.4790,0.8240,0.0000,-5.4680,148.0130,0.7270
2990,9148,0.0003,0.7030,0.8120,0.0000,-4.8730,102.9820,0.7110
2991,9149,0.0127,0.5490,0.9320,0.0000,-4.1100,82.4390,0.7870
3434,9595,0.0861,0.3560,0.5670,0.0000,-7.0110,135.5530,0.1090
3435,9596,0.1660,0.7820,0.6850,0.0000,-6.2370,118.0160,0.6030
3436,9597,0.1240,0.7020,0.7700,0.0000,-5.4160,107.9510,0.5930
3437,9598,0.2420,0.2390,0.6130,0.0000,-6.6480,189.6280,0.2920
3438,9599,0.6340,0.5660,0.6640,0.0000,-5.3030,128.9450,0.4370
3439,9600,0.0885,0.6460,0.7940,0.0000,-6.1040,170.2160,0.2870
3440,9601,0.0035,0.7230,0.8090,0.0012,-3.0810,98.0070,0.2740
3441,9602,0.0091,0.7750,0.6800,0.0000,-5.5080,114.0250,0.6560
3442,9603,0.0561,0.6480,0.7850,0.0000,-5.4140,160.0200,0.9430
3443,9604,0.0410,0.4320,0.7810,0.0000,-4.0380,139.4320,0.1970
3444,9605,0.0549,0.5640,0.7140,0.0000,-4.9870,175.9240,0.3300
3445,9606,0.0026,0.6180,0.7170,0.0000,-5.7380,190.0500,0.6030
3446,9607,0.0506,0.7750,0.8250,0.0000,-5.4020,139.0910,0.9500
3447,9608,0.0630,0.8840,0.7650,0.0000,-3.8650,99.9870,0.5940
3448,9609,0.0697,0.7330,0.6760,0.0000,-5.6550,97.4480,0.7010
2992,9150,0.1130,0.7620,0.6920,0.0000,-3.9730,114.9060,0.3970
2993,9151,0.0104,0.4200,0.7870,0.0000,-4.4670,97.9670,0.3800
2994,9152,0.0025,0.4880,0.5290,0.0023,-10.1760,126.1860,0.1960
2995,9153,0.0011,0.6520,0.6980,0.0001,-4.6670,96.0210,0.4700
2996,9154,0.0311,0.6440,0.7390,0.0000,-5.1030,74.1540,0.2310
2997,9155,0.0452,0.6970,0.7090,0.0000,-1.9170,134.9100,0.7870
2998,9156,0.3850,0.5990,0.6240,0.0000,-3.6310,90.0340,0.5390
2999,9157,0.2490,0.4570,0.9060,0.0000,-2.2780,104.0200,0.5400
3000,9158,0.1890,0.5210,0.7020,0.0000,-5.1890,127.9760,0.2500
3001,9159,0.0056,0.6820,0.8890,0.0000,-4.1660,138.0210,0.8270
3002,9160,0.2170,0.2090,0.8720,0.0000,-2.9960,78.1390,0.2940
3003,9161,0.0172,0.7150,0.9070,0.0001,-6.0250,124.9920,0.8410
3004,9162,0.0717,0.5160,0.7640,0.0000,-6.2230,148.0210,0.3760
3005,9163,0.0185,0.6050,0.9020,0.0000,-5.4060,132.6120,0.8750
3006,9164,0.7320,0.5950,0.5070,0.0000,-7.8920,86.0990,0.3370
3007,9165,0.0135,0.5500,0.7790,0.0000,-3.8410,150.0690,0.3150
3008,9166,0.0430,0.5920,0.9440,0.0000,-2.9400,124.4200,0.5740
3009,9167,0.3290,0.7020,0.7950,0.0000,-4.7640,83.9610,0.8360
3010,9168,0.0002,0.5900,0.6980,0.0000,-4.2620,95.9750,0.3520
3011,9169,0.1750,0.6260,0.5200,0.0000,-8.0770,77.4680,0.2570
3012,9170,0.9830,0.5510,0.1210,0.9110,-21.1830,109.9660,0.1350
3013,9171,0.0845,0.5550,0.7130,0.0000,-4.5490,79.9340,0.7250
3014,9172,0.0995,0.6930,0.8220,0.0000,-6.0100,121.9690,0.7650
3015,9173,0.0055,0.2760,0.7150,0.0004,-5.3560,137.0280,0.1730
3016,9174,0.1110,0.4760,0.8470,0.0000,-2.1910,156.2290,0.6630
3017,9175,0.0002,0.7760,0.8710,0.9090,-14.1770,140.0180,0.9630
3018,9176,0.0390,0.5630,0.8420,0.0000,-4.3400,152.0610,0.4870
3019,9177,0.5750,0.5150,0.3000,0.0000,-8.0050,81.1200,0.2060
3020,9178,0.4000,0.5900,0.5000,0.0000,-6.5370,130.6750,0.3240
3021,9179,0.1440,0.4520,0.5630,0.0000,-6.6070,137.7150,0.2090
3022,9180,0.4520,0.5940,0.6900,0.0000,-5.3440,85.9580,0.1780
3023,9181,0.4610,0.6760,0.7620,0.0000,-4.1720,119.0030,0.8100
3024,9182,0.0534,0.4340,0.7640,0.0000,-3.4500,51.3160,0.3090
3025,9183,0.2030,0.5410,0.8120,0.0000,-3.7640,141.0560,0.6070
3026,9184,0.2000,0.8460,0.4380,0.0001,-4.9810,85.0130,0.5120
3027,9185,0.1580,0.4960,0.8200,0.2460,-5.1550,110.9770,0.5490
3028,9186,0.1840,0.8790,0.5670,0.0000,-6.5090,112.4720,0.9480
3029,9187,0.1380,0.7300,0.7700,0.0000,-5.1140,104.9480,0.5070
3030,9188,0.0246,0.7480,0.7350,0.0000,-4.1360,130.0210,0.3860
3031,9189,0.1390,0.6380,0.8260,0.0000,-4.9680,124.0720,0.6490
3032,9190,0.0642,0.8930,0.7450,0.0000,-3.1050,101.0180,0.8720
3033,9191,0.1920,0.6710,0.9390,0.0000,-3.2060,129.0230,0.5290
3034,9192,0.1460,0.7060,0.5580,0.0000,-7.2370,110.4430,0.2270
3035,9193,0.2900,0.7210,0.8670,0.0000,-4.3020,127.0330,0.6390
3036,9194,0.0145,0.7160,0.7670,0.0000,-4.4500,128.0500,0.6740
3037,9195,0.1850,0.4820,0.6610,0.0000,-8.6460,94.0010,0.2460
3038,9196,0.0953,0.7650,0.6800,0.0009,-6.3060,129.9980,0.4620
3039,9197,0.0133,0.7640,0.6720,0.0001,-5.0070,127.9690,0.7790
3040,9198,0.1450,0.7330,0.7100,0.1150,-5.8490,127.9750,0.9650
3041,9199,0.0012,0.6490,0.8150,0.0000,-3.7960,126.0300,0.7650
3042,9200,0.0151,0.6370,0.8430,0.0000,-5.4130,109.0120,0.4340
3043,9201,0.0251,0.6680,0.8730,0.0000,-4.5790,125.9480,0.2920
3044,9202,0.0063,0.7000,0.6950,0.0000,-4.9730,122.0280,0.6330
3045,9203,0.0044,0.5880,0.8250,0.0000,-5.0750,123.9200,0.4950
3046,9205,0.2320,0.7030,0.7840,0.0000,-2.9420,100.0270,0.5690
3047,9206,0.0439,0.7640,0.6940,0.0000,-5.7450,146.0750,0.5810
3048,9207,0.0369,0.7000,0.5980,0.0000,-7.7830,160.0410,0.5940
3049,9208,0.0002,0.4560,0.6260,0.0001,-6.6500,153.9770,0.2830
3050,9209,0.8930,0.5540,0.3210,0.0000,-8.2510,135.0470,0.2880
3051,9210,0.0771,0.6340,0.6900,0.0000,-7.8040,94.9880,0.6450
3052,9211,0.3320,0.7380,0.8040,0.0000,-3.8510,174.9430,0.9490
3053,9212,0.0253,0.6890,0.7010,0.0000,-5.7430,131.9880,0.4630
3054,9213,0.0207,0.5960,0.9100,0.0000,-3.2030,143.0970,0.6290
3055,9214,0.0003,0.5810,0.7680,0.0138,-6.3940,127.9410,0.3820
3056,9215,0.0071,0.7340,0.8210,0.0028,-4.8930,119.9930,0.6480
3057,9216,0.0619,0.6850,0.8320,0.0000,-4.5480,164.0700,0.5740
3058,9217,0.0764,0.6860,0.7830,0.0000,-4.9770,99.9780,0.8140
3059,9218,0.0027,0.7520,0.7300,0.0000,-3.8970,120.0320,0.7690
3060,9219,0.3510,0.6430,0.6630,0.0000,-8.2370,90.0790,0.1810
3061,9220,0.4000,0.5900,0.5000,0.0000,-6.5370,130.6750,0.3240
3062,9221,0.0319,0.6460,0.7950,0.0000,-3.2930,89.9900,0.7960
3063,9222,0.0816,0.8280,0.7940,0.0000,-7.7510,127.9870,0.5090
3064,9223,0.1640,0.3530,0.8150,0.0000,-1.8440,167.9710,0.2450
3065,9224,0.0435,0.5950,0.9130,0.0000,-3.4280,128.0210,0.7620
3066,9225,0.1030,0.7860,0.7140,0.0000,-4.1590,125.9220,0.7100
3067,9226,0.0007,0.3690,0.7440,0.0000,-5.3450,78.3090,0.6120
3068,9227,0.3990,0.5640,0.6230,0.0000,-7.2480,145.0470,0.3070
3069,9228,0.3200,0.6780,0.7390,0.0000,-5.0680,127.0370,0.6580
3070,9229,0.0038,0.7510,0.7830,0.0000,-3.7240,119.9750,0.8160
3071,9230,0.0054,0.7600,0.5950,0.0000,-6.3660,131.4970,0.3610
3072,9231,0.0038,0.6960,0.5460,0.0000,-6.5500,130.0020,0.7870
3073,9232,0.0606,0.5190,0.8020,0.0000,-3.4490,150.0130,0.4140
3074,9233,0.0191,0.6680,0.8570,0.0000,-2.9440,131.9590,0.7480
3075,9234,0.0004,0.7020,0.8830,0.0000,-3.2390,129.9990,0.7090
3076,9235,0.3750,0.6510,0.8880,0.0000,-3.8210,97.9460,0.3710
3077,9236,0.1030,0.5870,0.9310,0.0000,-4.4260,155.9640,0.4450
3078,9237,0.0439,0.5520,0.7570,0.0000,-6.0720,89.9810,0.0979
3079,9238,0.2030,0.7270,0.6730,0.0001,-5.5940,140.9000,0.2300
3080,9239,0.0181,0.7600,0.6120,0.0361,-6.3720,127.0080,0.2130
3081,9240,0.7260,0.3490,0.3480,0.0000,-6.1420,74.5410,0.0886
3082,9241,0.2280,0.5290,0.4680,0.0008,-12.2660,116.3230,0.0877
3083,9242,0.1170,0.7090,0.8610,0.0000,-4.2020,130.0210,0.7650
3084,9244,0.0909,0.5460,0.7960,0.0000,-3.2630,142.1230,0.2540
3085,9245,0.0103,0.6480,0.7220,0.0000,-4.8130,132.9730,0.3890
3086,9246,0.0017,0.5510,0.8930,0.0000,-2.6280,125.0830,0.7940
3087,9247,0.0045,0.5710,0.9320,0.0094,-3.6800,150.0140,0.8640
3088,9248,0.0613,0.6560,0.9310,0.0000,-4.1880,91.8810,0.5340
3089,9249,0.0205,0.8450,0.6010,0.0000,-5.2830,74.0080,0.3290
3090,9250,0.0300,0.6660,0.8780,0.0000,-2.8500,119.9320,0.6690
3091,9251,0.0339,0.3930,0.6330,0.0000,-4.7690,174.0220,0.3820
3092,9252,0.0017,0.4810,0.8490,0.0000,-5.1310,205.5700,0.7230
3093,9253,0.1200,0.4740,0.5950,0.0000,-9.8240,143.7010,0.2820
3094,9254,0.0187,0.7500,0.7560,0.0012,-4.4500,127.9920,0.6000
3095,9255,0.2120,0.6650,0.8770,0.0000,-4.9350,160.0100,0.8810
3096,9256,0.0820,0.5060,0.7160,0.0000,-5.1710,127.0310,0.5180
3097,9258,0.2270,0.6080,0.6140,0.0000,-3.7270,127.8840,0.4020
3098,9259,0.0202,0.5170,0.6060,0.0000,-5.7970,141.9290,0.2960
3099,9260,0.6970,0.7140,0.4340,0.0000,-11.5420,123.9420,0.3520
3100,9261,0.0006,0.3620,0.7060,0.0081,-3.7720,151.0850,0.2590
3101,9262,0.0153,0.5790,0.9040,0.0000,-3.5450,79.9930,0.7220
3102,9263,0.0742,0.6780,0.9330,0.0000,-2.9370,101.0090,0.7870
3103,9264,0.2080,0.6000,0.8080,0.0000,-4.6790,172.0160,0.8090
3104,9265,0.4320,0.7150,0.5840,0.0000,-8.2310,90.9870,0.6100
3105,9266,0.0293,0.6450,0.9040,0.0000,-4.5320,105.9700,0.6710
3106,9267,0.0533,0.4840,0.7800,0.0000,-3.2750,140.7580,0.3110
3107,9268,0.0038,0.7470,0.8350,0.0006,-4.2410,124.9470,0.4440
3108,9269,0.0693,0.5950,0.9230,0.0000,-3.4490,125.0290,0.7820
3109,9270,0.3400,0.6490,0.5580,0.0003,-7.3360,152.0170,0.3790
3110,9271,0.1430,0.5450,0.6490,0.0000,-4.0620,99.0990,0.2970
3111,9272,0.0200,0.6710,0.8080,0.0000,-4.8610,121.9560,0.6370
3112,9273,0.0550,0.6660,0.8760,0.0000,-3.0780,129.8840,0.5520
3113,9274,0.0341,0.6340,0.7160,0.0000,-6.5020,91.0390,0.6190
3114,9275,0.1830,0.5810,0.8560,0.0000,-4.0000,169.9020,0.9180
3115,9276,0.0030,0.6990,0.8820,0.0544,-3.8960,120.0160,0.6570
3116,9277,0.0275,0.6840,0.6030,0.0003,-8.1270,81.0000,0.5040
3117,9278,0.0403,0.6440,0.8460,0.0000,-3.8940,175.0510,0.7020
3118,9279,0.0048,0.4830,0.8440,0.0001,-5.0430,151.9770,0.5430
3119,9280,0.0005,0.4830,0.8430,0.0000,-4.8500,76.1700,0.0779
3120,9281,0.0390,0.4850,0.7010,0.0000,-3.8070,151.9480,0.6130
3121,9282,0.0004,0.4790,0.8240,0.0000,-5.4680,148.0130,0.7270
3122,9283,0.4370,0.6910,0.4540,0.0023,-9.1300,135.8390,0.3500
3123,9284,0.4580,0.6670,0.3810,0.0000,-7.4940,135.9790,0.1990
3124,9285,0.0949,0.3730,0.7890,0.0000,-5.5840,81.7490,0.4110
3449,9610,0.0324,0.7520,0.7750,0.0000,-7.2890,122.0140,0.5950
3450,9611,0.5450,0.6790,0.4870,0.0000,-5.8110,81.9940,0.5060
3451,9612,0.1540,0.6000,0.6760,0.0000,-6.4470,88.9280,0.2170
3452,9613,0.0476,0.8110,0.8790,0.0000,-3.7240,134.0640,0.9620
3453,9614,0.0026,0.5980,0.7860,0.0014,-5.5720,95.0210,0.4560
3454,9615,0.0035,0.9030,0.6200,0.0001,-8.0940,134.9600,0.5390
3455,9616,0.2400,0.5960,0.7300,0.0000,-4.0910,85.9790,0.5250
3456,9617,0.0007,0.6570,0.8270,0.0053,-4.0360,145.8890,0.6900
3457,9618,0.5900,0.8450,0.5670,0.0014,-8.1180,125.0200,0.7930
3458,9619,0.6070,0.6140,0.3790,0.0005,-10.4800,107.9890,0.2010
3459,9620,0.3290,0.4700,0.4310,0.0000,-6.1290,157.9800,0.2890
3460,9621,0.0152,0.7460,0.7540,0.0000,-6.6810,149.8820,0.7640
3461,9622,0.0996,0.7360,0.7720,0.0000,-5.5200,120.0040,0.0828
3462,9623,0.0106,0.6840,0.7100,0.0000,-3.5740,93.0220,0.4640
3463,9624,0.0012,0.8790,0.3050,0.8720,-13.5180,124.0170,0.3100
3464,9625,0.3280,0.5080,0.6770,0.0000,-5.6960,121.9280,0.5750
3465,9626,0.0011,0.8450,0.5340,0.0000,-8.7220,104.9720,0.7260
3466,9627,0.7360,0.4000,0.2920,0.0000,-7.7760,205.2520,0.2960
3467,9628,0.0038,0.3830,0.8610,0.0000,-2.8160,176.0840,0.4800
3468,9629,0.0042,0.7480,0.7410,0.0000,-3.1030,128.0770,0.5370
3469,9630,0.1020,0.5530,0.7230,0.0000,-5.6070,157.9980,0.4730
3470,9631,0.0002,0.2790,0.7420,0.0000,-6.4600,189.8680,0.3280
3471,9632,0.0349,0.8230,0.7330,0.0000,-5.4740,97.9720,0.3970
3472,9633,0.0509,0.7810,0.7280,0.0000,-4.9810,102.9900,0.3950
3473,9634,0.0380,0.7280,0.6200,0.0000,-7.5330,81.9980,0.8850
3474,9635,0.0577,0.7790,0.4720,0.0000,-7.1160,135.0510,0.4120
3475,9636,0.4050,0.5730,0.4950,0.0000,-7.2450,179.1960,0.2550
3476,9637,0.0117,0.4210,0.7910,0.0000,-4.9980,130.0750,0.4990
3477,9638,0.0050,0.5870,0.6200,0.0002,-5.6120,114.0800,0.2860
3478,9639,0.0127,0.5140,0.8580,0.0528,-5.9950,89.8330,0.6000
3479,9640,0.2050,0.8700,0.4640,0.0000,-8.3370,112.9740,0.4570
3480,9641,0.1640,0.6050,0.7970,0.0000,-4.0650,99.0370,0.2990
3481,9642,0.0709,0.5530,0.6640,0.0056,-7.4170,140.0600,0.4670
3482,9643,0.5500,0.4140,0.4190,0.0002,-6.4310,84.0820,0.1800
3483,9644,0.0309,0.0000,0.3220,0.9110,-14.2390,0.0000,0.0000
3484,9645,0.1130,0.6240,0.9530,0.0001,-2.6020,149.9920,0.7290
3485,9646,0.0128,0.7470,0.7050,0.0000,-5.1370,136.0240,0.5600
3486,9647,0.0490,0.6190,0.7860,0.0000,-4.9380,83.0480,0.6280
3487,9648,0.8430,0.5060,0.2190,0.0000,-10.1800,173.7990,0.3620
3488,9649,0.6790,0.7330,0.4080,0.0000,-7.8340,94.9470,0.2910
3489,9650,0.1090,0.7300,0.7030,0.0000,-5.6720,138.1130,0.5950
3490,9651,0.0579,0.8900,0.6670,0.0000,-6.8620,105.0990,0.5220
3491,9652,0.0930,0.6280,0.5930,0.0000,-5.0360,125.0260,0.1040
3492,9653,0.0137,0.5340,0.6060,0.0000,-5.8740,151.8800,0.1300
3493,9654,0.0242,0.5890,0.6580,0.0000,-5.2880,77.5210,0.2510
3494,9655,0.0138,0.8850,0.4790,0.0000,-7.8100,125.0770,0.2370
3495,9656,0.4310,0.4840,0.7310,0.0000,-6.6940,101.6540,0.5100
3496,9657,0.1850,0.7900,0.5850,0.0000,-6.0580,94.0720,0.5850
3497,9658,0.0183,0.6120,0.9210,0.0000,-2.8790,139.9860,0.4530
3498,9659,0.3750,0.6550,0.7820,0.0000,-4.7890,79.4270,0.8320
3499,9660,0.4170,0.7950,0.6160,0.0000,-5.2810,110.0150,0.8150
3500,9661,0.4000,0.6300,0.5300,0.0000,-7.2590,108.0380,0.4170
3501,9662,0.0650,0.7340,0.6530,0.0001,-3.4650,110.0190,0.3860
3502,9663,0.3830,0.2550,0.0734,0.0001,-17.9880,92.8840,0.1360
3503,9664,0.0022,0.8860,0.6280,0.0000,-5.9490,119.9060,0.1780
3504,9665,0.0342,0.6930,0.8710,0.0024,-4.5120,149.9840,0.1520
3505,9666,0.9210,0.4680,0.2050,0.0000,-11.0140,125.3430,0.3250
3506,9667,0.2150,0.7700,0.6640,0.0001,-5.6040,140.1630,0.4720
3507,9668,0.0002,0.7410,0.4880,0.0000,-8.2530,160.0180,0.6250
3508,9669,0.0916,0.8280,0.6090,0.0000,-4.4020,109.7250,0.7070
3509,9670,0.1330,0.7520,0.8530,0.0000,-5.2220,104.0030,0.8590
3510,9671,0.0421,0.7890,0.7560,0.0000,-5.6840,97.9960,0.1530
3511,9672,0.2060,0.6000,0.8520,0.0000,-2.2820,172.0940,0.7420
3512,9673,0.3320,0.7750,0.6210,0.0000,-7.6340,118.8430,0.1500
3513,9674,0.0883,0.7140,0.4510,0.0000,-8.2680,127.7870,0.4060
3514,9675,0.0197,0.3990,0.7870,0.0001,-2.8800,117.0890,0.5720
3515,9676,0.0137,0.4900,0.7980,0.0000,-3.6600,149.1090,0.4790
3516,9677,0.7190,0.6040,0.3660,0.0000,-7.8810,105.1770,0.1810
3517,9678,0.0464,0.6820,0.8360,0.0000,-3.7770,104.9870,0.4850
3518,9679,0.0844,0.3760,0.8100,0.0000,-4.0030,123.9090,0.3400
3519,9680,0.0082,0.8290,0.5100,0.0014,-9.3340,119.9930,0.4500
3520,9682,0.0259,0.7010,0.5780,0.0000,-5.8390,139.9610,0.5730
3521,9683,0.8590,0.6720,0.5200,0.0000,-7.7470,120.0010,0.3700
3522,9684,0.0085,0.8930,0.4800,0.0000,-3.7280,86.9760,0.3820
3523,9685,0.0043,0.6730,0.8590,0.0150,-3.0070,127.9780,0.1110
3524,9686,0.8350,0.6090,0.3780,0.0000,-9.8280,100.4180,0.5150
3525,9687,0.0797,0.6540,0.7600,0.0000,-3.6690,99.9450,0.4100
3526,9688,0.0078,0.7910,0.6190,0.0042,-5.8860,103.9890,0.3710
3527,9689,0.0752,0.7250,0.5340,0.0000,-6.2380,91.9740,0.5580
3528,9690,0.0462,0.7340,0.6370,0.0000,-5.6770,169.9770,0.6480
3529,9691,0.0280,0.5760,0.7660,0.0000,-4.9430,144.8330,0.2360
3125,9286,0.5420,0.8620,0.5150,0.0001,-6.9270,129.0550,0.7510
3126,9287,0.0162,0.7820,0.6000,0.0000,-6.5320,120.0500,0.6120
3127,9288,0.0200,0.3780,0.6380,0.0001,-5.5760,184.0860,0.7350
3128,9289,0.0169,0.7410,0.7420,0.0000,-4.7740,110.0180,0.5210
3129,9290,0.0297,0.6820,0.7950,0.0391,-6.1700,120.0080,0.7800
3130,9291,0.0383,0.5620,0.8570,0.0000,-3.9260,126.8830,0.5390
3131,9292,0.0460,0.5620,0.9390,0.0000,-4.2820,116.0440,0.6840
3132,9293,0.0187,0.7500,0.7560,0.0012,-4.4500,127.9920,0.6000
3133,9294,0.1580,0.7460,0.7280,0.0000,-2.4640,124.9540,0.7080
3134,9295,0.0090,0.7260,0.7870,0.0000,-2.4940,124.9890,0.8880
3135,9296,0.0991,0.6080,0.8600,0.0000,-5.3240,127.0750,0.4370
3136,9297,0.0041,0.6030,0.6700,0.0000,-3.8820,107.9950,0.4450
3137,9298,0.1170,0.7090,0.8610,0.0000,-4.2020,130.0210,0.7650
3138,9299,0.0178,0.6720,0.7380,0.0001,-7.0450,107.9380,0.3920
3139,9300,0.0749,0.5140,0.6830,0.0000,-5.0990,159.8140,0.5750
3140,9301,0.0588,0.7060,0.8900,0.0029,-4.4440,128.0110,0.6840
3141,9302,0.0199,0.7540,0.9330,0.0000,-5.7860,103.9920,0.7500
3142,9303,0.0627,0.7170,0.8170,0.0000,-3.4170,92.9980,0.6480
3143,9304,0.0010,0.7590,0.8490,0.0000,-3.1980,122.0330,0.7300
3144,9305,0.0001,0.7560,0.4360,0.0000,-8.4060,201.8310,0.3780
3145,9306,0.0020,0.7190,0.8470,0.0204,-6.3400,127.9630,0.4440
3146,9307,0.0056,0.4700,0.9200,0.0000,-3.8550,154.9170,0.6920
3147,9308,0.0315,0.6820,0.5270,0.0000,-10.4260,121.7430,0.3060
3148,9309,0.0682,0.6020,0.7960,0.1200,-3.6570,126.0600,0.2650
3149,9310,0.6940,0.5850,0.3030,0.0000,-10.0580,136.7030,0.1420
3150,9311,0.3370,0.5760,0.8350,0.0000,-6.8260,150.0170,0.4760
3151,9312,0.0679,0.5630,0.4960,0.0001,-9.3810,140.0010,0.4240
3152,9313,0.0314,0.7190,0.5350,0.0017,-6.0690,96.9820,0.2760
3153,9314,0.0246,0.7480,0.7350,0.0000,-4.1360,130.0210,0.3860
3154,9315,0.0092,0.6000,0.7150,0.0000,-4.2540,126.0040,0.3160
3155,9316,0.0004,0.6780,0.9180,0.0000,-4.6300,130.0280,0.7690
3156,9317,0.0525,0.7150,0.6550,0.0000,-6.4250,95.0780,0.5310
3157,9318,0.0105,0.6240,0.6850,0.0000,-5.9020,86.0590,0.7810
3158,9319,0.0679,0.5790,0.8710,0.0000,-3.3850,139.8410,0.6010
3159,9320,0.0488,0.7040,0.7930,0.0000,-2.2660,127.9600,0.4120
3160,9321,0.0145,0.7160,0.7670,0.0000,-4.4500,128.0500,0.6740
3161,9322,0.0001,0.5970,0.9190,0.0000,-2.9540,113.9870,0.7300
3162,9323,0.0236,0.6860,0.5490,0.0000,-5.4240,124.9260,0.8000
3163,9324,0.2510,0.6510,0.6880,0.0000,-3.0970,123.0090,0.5830
3164,9325,0.1670,0.8340,0.2200,0.0748,-16.9900,139.1150,0.8870
3165,9326,0.6970,0.7140,0.4340,0.0000,-11.5420,123.9420,0.3520
3166,9327,0.0010,0.7070,0.9240,0.0070,-2.8420,127.9370,0.9190
3167,9328,0.8930,0.5540,0.3210,0.0000,-8.2510,135.0470,0.2880
3168,9329,0.0012,0.6160,0.8620,0.0000,-5.1800,127.9920,0.5690
3169,9330,0.0639,0.9270,0.3370,0.0000,-11.0530,98.9350,0.2750
3170,9331,0.0108,0.7550,0.5550,0.0000,-4.5480,126.9860,0.8130
3171,9332,0.0043,0.7270,0.9380,0.0000,-2.8720,132.0770,0.7570
3172,9333,0.0124,0.6690,0.8550,0.0000,-3.0350,120.0450,0.6480
3173,9334,0.0175,0.5990,0.8030,0.0000,-5.9530,121.0400,0.3840
3174,9335,0.2270,0.6080,0.6140,0.0000,-3.7270,127.8840,0.4020
3175,9336,0.1340,0.7160,0.8380,0.0000,-4.2890,130.0340,0.6460
3176,9337,0.2680,0.4210,0.4760,0.0000,-7.6920,169.7840,0.3000
3177,9338,0.1780,0.5580,0.8720,0.0000,-4.4010,143.9710,0.4720
3178,9339,0.0181,0.6410,0.6620,0.0000,-5.9600,131.0860,0.5810
3179,9340,0.0662,0.6960,0.8930,0.0000,-2.9630,97.9540,0.5730
3180,9341,0.0548,0.6020,0.6910,0.0000,-5.1970,127.9670,0.2060
3181,9342,0.0292,0.8250,0.6940,0.0015,-6.8120,79.9500,0.7310
3182,9343,0.1000,0.6920,0.8090,0.0001,-5.9350,104.0230,0.9270
3183,9344,0.0076,0.7650,0.7650,0.0000,-2.7320,120.0010,0.8860
3184,9345,0.2550,0.6300,0.8940,0.0000,-4.5920,142.0510,0.3640
3185,9346,0.0319,0.6460,0.7950,0.0000,-3.2930,89.9900,0.7960
3186,9347,0.0019,0.7310,0.9150,0.0000,-4.4530,127.0860,0.7890
3187,9348,0.0531,0.8310,0.4270,0.0000,-6.9030,93.0040,0.2160
3188,9349,0.6170,0.6120,0.7480,0.0000,-5.0140,120.0520,0.5740
3189,9350,0.0078,0.7100,0.8820,0.0077,-2.9320,128.0160,0.8750
3190,9351,0.0286,0.6170,0.8390,0.0000,-2.8490,128.9100,0.7410
3191,9352,0.4130,0.7210,0.8190,0.0000,-5.7150,96.0200,0.8670
3192,9353,0.7790,0.6850,0.4740,0.0000,-9.1050,79.9910,0.3600
3193,9354,0.0522,0.4490,0.5850,0.0001,-6.7620,139.6270,0.2030
3194,9355,0.0909,0.5310,0.8430,0.0000,-2.5690,136.9910,0.3920
3195,9356,0.1380,0.7300,0.7700,0.0000,-5.1140,104.9480,0.5070
3196,9357,0.5470,0.6470,0.4780,0.0000,-8.8370,135.8770,0.3330
3197,9358,0.1180,0.8180,0.6750,0.0000,-4.1760,139.9770,0.4700
3198,9359,0.2500,0.6640,0.6610,0.0000,-6.5590,124.9170,0.2690
3199,9360,0.0410,0.7360,0.8480,0.0000,-3.6350,124.9870,0.6240
3200,9361,0.1000,0.4660,0.7040,0.0000,-7.1690,176.0430,0.4810
3201,9362,0.0683,0.6070,0.8540,0.0000,-4.8670,149.8720,0.5070
3202,9363,0.0114,0.4510,0.6320,0.0000,-7.9800,132.8900,0.2340
3203,9364,0.3200,0.7020,0.8260,0.0002,-6.4980,80.0140,0.3290
3204,9365,0.0403,0.6600,0.9000,0.0000,-5.0200,85.5100,0.5910
3205,9366,0.0003,0.5910,0.9350,0.0003,-2.6640,140.0430,0.7360
3206,9367,0.2950,0.5780,0.5650,0.0000,-6.6380,164.4310,0.8220
3207,9368,0.0787,0.8560,0.6870,0.0000,-3.8410,117.0190,0.9140
3208,9369,0.0002,0.5940,0.8410,0.0000,-5.7920,129.9250,0.6430
3209,9370,0.0050,0.7110,0.7000,0.0001,-4.8050,128.0010,0.8010
3210,9371,0.1680,0.4000,0.8820,0.0000,-1.9580,167.1140,0.3850
3211,9372,0.3090,0.4210,0.4070,0.0010,-7.4450,139.0280,0.1610
3212,9373,0.0550,0.4640,0.8530,0.0000,-3.7670,163.9340,0.7600
3213,9374,0.5030,0.7020,0.7150,0.0000,-5.3770,127.0500,0.8630
3214,9375,0.0077,0.6870,0.8660,0.0000,-4.3460,127.0010,0.6820
3215,9376,0.0168,0.6570,0.8850,0.0000,-4.6950,105.0110,0.8690
3216,9377,0.1490,0.8310,0.6650,0.0000,-3.6270,129.9890,0.6630
3217,9378,0.0275,0.6160,0.7280,0.0000,-4.0200,111.9340,0.3750
3218,9379,0.0012,0.5530,0.7210,0.0000,-4.8350,91.9830,0.4100
3219,9380,0.0119,0.6380,0.7220,0.0081,-6.1770,103.0170,0.4690
3220,9381,0.0662,0.5570,0.8120,0.0000,-5.4340,175.9530,0.7880
